"ID","IdPlayerTypes","IdSkillListing","Description"
"733","235","13","Fallback-Champion Mighty Zug Mighty Blow"
"734","236","44","Fallback-Champion J Earlice Loner"
"735","236","6","Fallback-Champion J Earlice Catch"
"736","236","28","Fallback-Champion J Earlice Diving Catch"
"737","236","7","Fallback-Champion J Earlice Dodge"
"738","236","8","Fallback-Champion J Earlice Sprint"
"739","237","44","Fallback-Champion Hubris Rakarth Loner"
"740","237","30","Fallback-Champion Hubris Rakarth Block"
"741","237","27","Fallback-Champion Hubris Rakarth Dirty Player"
"742","237","41","Fallback-Champion Hubris Rakarth Jump Up"
"743","237","13","Fallback-Champion Hubris Rakarth Mighty Blow"
"744","237","1","Fallback-Champion Hubris Rakarth Strip Ball"
"745","238","44","Fallback-Champion Hakflem Skuttlespike Loner"
"746","238","7","Fallback-Champion Hakflem Skuttlespike Dodge"
"747","238","12","Fallback-Champion Hakflem Skuttlespike Extra Arms"
"748","238","49","Fallback-Champion Hakflem Skuttlespike Prehensile Tail"
"749","238","16","Fallback-Champion Hakflem Skuttlespike Two Heads"
"750","239","44","Fallback-Champion Barik Farblast Loner"
"751","239","39","Fallback-Champion Barik Farblast Hail Mary Pass"
"752","239","47","Fallback-Champion Barik Farblast Pass"
"753","239","54","Fallback-Champion Barik Farblast Secret Weapon"
"754","239","58","Fallback-Champion Barik Farblast Strong Arm"
"755","239","61","Fallback-Champion Barik Farblast Sure Hands"
"756","239","63","Fallback-Champion Barik Farblast Thick Skull"
"757","240","44","Fallback-Champion Dolfar Longstride Loner"
"758","240","28","Fallback-Champion Dolfar Longstride Diving Catch"
"759","240","39","Fallback-Champion Dolfar Longstride Hail Mary Pass"
"760","240","71","Fallback-Champion Dolfar Longstride Kick"
"761","240","72","Fallback-Champion Dolfar Longstride Kick-off Return"
"763","241","44","Fallback-Champion Grotty Loner"
"764","241","7","Fallback-Champion Grotty Dodge"
"765","241","52","Fallback-Champion Grotty Right Stuff"
"766","241","59","Fallback-Champion Grotty Stunty"
"767","242","44","Fallback-Champion Glart Smashrip Jr Loner"
"768","242","30","Fallback-Champion Glart Smashrip Jr Block"
"769","242","75","Fallback-Champion Glart Smashrip Jr Claw"
"770","242","40","Fallback-Champion Glart Smashrip Jr Juggernaut"
"771","243","44","Fallback-Champion Prince Moranion Loner"
"772","243","30","Fallback-Champion Prince Moranion Block"
"773","243","26","Fallback-Champion Prince Moranion Dauntless"
"774","243","57","Fallback-Champion Prince Moranion Tackle"
"775","243","68","Fallback-Champion Prince Moranion Wrestle"
"776","244","44","Fallback-Champion Roxanna Darknail Loner"
"777","244","7","Fallback-Champion Roxanna Darknail Dodge"
"778","244","36","Fallback-Champion Roxanna Darknail Frenzy"
"779","244","41","Fallback-Champion Roxanna Darknail Jump Up"
"780","244","40","Fallback-Champion Roxanna Darknail Juggernaut"
"781","244","11","Fallback-Champion Roxanna Darknail Leap"
"782","245","44","Fallback-Champion Soaren Hightower Loner"
"783","245","35","Fallback-Champion Soaren Hightower Fend"
"785","245","47","Fallback-Champion Soaren Hightower Pass"
"786","245","53","Fallback-Champion Soaren Hightower Safe Throw"
"787","245","61","Fallback-Champion Soaren Hightower Sure Hands"
"788","245","58","Fallback-Champion Soaren Hightower Strong Arm"
"796","247","44","Fallback-Champion Fezglitch Loner"
"797","247","76","Fallback-Champion Fezglitch Ball & Chain"
"798","247","33","Fallback-Champion Fezglitch Disturbing Presence"
"799","247","10","Fallback-Champion Fezglitch Foul Appearance"
"800","247","46","Fallback-Champion Fezglitch No Hands"
"801","247","54","Fallback-Champion Fezglitch Secret Weapon"
"810","250","44","Fallback-Champion Ithaca Benoin Loner"
"811","250","21","Fallback-Champion Ithaca Benoin Accurate"
"812","250","29","Fallback-Champion Ithaca Benoin Dump Off"
"813","250","45","Fallback-Champion Ithaca Benoin Nerves of Steel"
"814","250","47","Fallback-Champion Ithaca Benoin Pass"
"815","250","19","Fallback-Champion Ithaca Benoin Regeneration"
"816","250","61","Fallback-Champion Ithaca Benoin Sure Hands"
"817","251","44","Fallback-Champion Lewdgrip Whiparm Loner"
"818","251","47","Fallback-Champion Lewdgrip Whiparm Pass"
"819","251","58","Fallback-Champion Lewdgrip Whiparm Strong Arm"
"820","251","61","Fallback-Champion Lewdgrip Whiparm Sure Hands"
"821","251","69","Fallback-Champion Lewdgrip Whiparm Tentacles"
"822","252","44","Fallback-Champion Max Spleenripper Loner"
"823","252","25","Fallback-Champion Max Spleenripper Chainsaw"
"824","252","54","Fallback-Champion Max Spleenripper Secret Weapon"
"825","253","44","Fallback-Champion Puggy Baconbreath Loner"
"826","253","30","Fallback-Champion Puggy Baconbreath Block"
"827","253","7","Fallback-Champion Puggy Baconbreath Dodge"
"828","253","45","Fallback-Champion Puggy Baconbreath Nerves of Steel"
"829","253","52","Fallback-Champion Puggy Baconbreath Right Stuff"
"830","253","59","Fallback-Champion Puggy Baconbreath Stunty"
"831","254","44","Fallback-Champion Skitter Stab-Stab Loner"
"832","254","7","Fallback-Champion Skitter Stab-Stab Dodge"
"833","254","49","Fallback-Champion Skitter Stab-Stab Prehensile Tail"
"834","254","55","Fallback-Champion Skitter Stab-Stab Shadowing"
"835","254","77","Fallback-Champion Skitter Stab-Stab Stab"
"836","255","44","Fallback-Champion Ugroth Bolgrot Loner"
"837","255","25","Fallback-Champion Ugroth Bolgrot Chainsaw"
"838","255","54","Fallback-Champion Ugroth Bolgrot Secret Weapon"
"839","256","44","Fallback-Champion BrickFar'th Loner"
"840","256","31","Fallback-Champion BrickFar'th Bone-head"
"841","256","13","Fallback-Champion BrickFar'th Mighty Blow"
"842","256","45","Fallback-Champion BrickFar'th Nerves of Steel"
"843","256","58","Fallback-Champion BrickFar'th Strong Arm"
"844","256","63","Fallback-Champion BrickFar'th Thick Skull"
"845","256","64","Fallback-Champion BrickFar'th Throw Team-Mate"
"860","260","44","Extra Bob Loner"
"861","260","64","Extra Bob Throw Teammate"
"862","260","22","Extra Bob Break Tackle"
"863","260","48","Extra Bob Piling On"
"864","260","40","Extra Bob Juggernaut"
"865","260","13","Extra Bob Mighty Blow"
"866","260","30","Extra Bob Block"
"867","245","72","Fallback-Champion Soaren Hightower Kick-off Return"
"868","152","72","Champion Soaren Hightower Kick-off Return"
"890","275","44","Champion Hemlock Loner"
"891","275","30","Champion Hemlock Block"
"892","275","7","Champion Hemlock Dodge"
"893","275","56","Champion Hemlock Side Step"
"894","275","41","Champion Hemlock Jump Up"
"895","275","77","Champion Hemlock Stab"
"896","275","59","Champion Hemlock Stunty"
"897","276","44","Fallback-Champion Hemlock Loner"
"898","276","30","Fallback-Champion Hemlock Block"
"899","276","7","Fallback-Champion Hemlock Dodge"
"900","276","56","Fallback-Champion Hemlock Side Step"
"901","276","41","Fallback-Champion Hemlock Jump Up"
"902","276","77","Fallback-Champion Hemlock Stab"
"903","276","59","Fallback-Champion Hemlock Stunty"
"908","101","9","Champion Eldril Pass Block"
"909","227","9","Fallback-Champion Eldril Pass Block"
"910","147","9","Champion Dolfar Longstride Pass Block"
"911","240","9","Fallback-Champion Dolfar Longstride Pass Block"
"912","277","44","Champion Wilhelm Chaney - Loner"
"913","277","6","Champion Wilhelm Chaney - Catch"
"914","277","75","Champion Wilhelm Chaney - Claws"
"915","277","36","Champion Wilhelm Chaney - Frenzy"
"916","277","19","Champion Wilhelm Chaney - Regeneration"
"917","277","68","Champion Wilhelm Chaney - Wrestle"
"918","278","44","Fallback-Champion Wilhelm Chaney - Loner"
"919","278","6","Fallback-Champion Wilhelm Chaney - Catch"
"920","278","75","Fallback-Champion Wilhelm Chaney - Claws"
"921","278","36","Fallback-Champion Wilhelm Chaney - Frenzy"
"922","278","19","Fallback-Champion Wilhelm Chaney - Regeneration"
"923","278","68","Fallback-Champion Wilhelm Chaney - Wrestle"
"924","279","44","Champion Willow Rosebark - Loner"
"925","279","26","Champion Willow Rosebark - Dauntless"
"926","279","56","Champion Willow Rosebark - Side Step"
"927","279","63","Champion Willow Rosebark - Thick Skull"
"928","280","44","Fallback-Champion Willow Rosebark - Loner"
"929","280","26","Fallback-Champion Willow Rosebark - Dauntless"
"930","280","56","Fallback-Champion Willow Rosebark - Side Step"
"931","280","63","Fallback-Champion Willow Rosebark - Thick Skull"
"932","281","44","Champion  Lottabottol - Loner"
"933","281","6","Champion  Lottabottol - Catch"
"934","281","34","Champion  Lottabottol - Diving Tackle"
"935","281","41","Champion  Lottabottol - Jump Up"
"936","281","11","Champion  Lottabottol - Leap"
"937","281","9","Champion  Lottabottol - Pass Block"
"938","281","55","Champion  Lottabottol - Shadowing"
"939","281","32","Champion  Lottabottol - Very Long Legs"
"940","282","44","Fallback-Champion  Lottabottol - Loner"
"941","282","6","Fallback-Champion  Lottabottol - Catch"
"942","282","34","Fallback-Champion  Lottabottol - Diving Tackle"
"943","282","41","Fallback-Champion  Lottabottol - Jump Up"
"944","282","11","Fallback-Champion  Lottabottol - Leap"
"945","282","55","Fallback-Champion  Lottabottol - Shadowing"
"946","282","32","Fallback-Champion  Lottabottol - Very Long Legs"
"947","282","9","Fallback-Champion  Lottabottol - Pass Block"
"948","283","44","Champion  Quetzal Leap - Loner"
"949","283","6","Champion  Quetzal Leap - Catch"
"950","283","28","Champion  Quetzal Leap - Diving Catch"
"951","283","35","Champion  Quetzal Leap - Fend"
"952","283","72","Champion  Quetzal Leap - Kick-off Return"
"953","283","11","Champion  Quetzal Leap - Leap"
"954","283","45","Champion  Quetzal Leap - Nerves of Steel"
"955","283","32","Champion  Quetzal Leap - Very Long Legs"
"956","284","44","Fallback-Champion  Quetzal Leap - Loner"
"957","284","6","Fallback-Champion  Quetzal Leap - Catch"
"958","284","28","Fallback-Champion  Quetzal Leap - Diving Catch"
"959","284","35","Fallback-Champion  Quetzal Leap - Fend"
"960","284","72","Fallback-Champion  Quetzal Leap - Kick-off Return"
"961","284","11","Fallback-Champion  Quetzal Leap - Leap"
"962","284","45","Fallback-Champion  Quetzal Leap - Nerves of Steel"
"963","284","32","Fallback-Champion  Quetzal Leap - Very Long Legs"
"977","293","44","Bertha Bigfist - Loner"
"978","293","31","Bertha Bigfist - Bonehead"
"979","293","22","Bertha Bigfist - Break Tackle"
"980","293","7","Bertha Bigfist - Dodge"
"981","293","13","Bertha Bigfist - Mighty Blow"
"982","293","63","Bertha Bigfist - Thick Skull"
"983","293","64","Bertha Bigfist - Throw Team-Mate"
"984","294","44","Fallback-Bertha Bigfist - Loner"
"985","294","31","Fallback-Bertha Bigfist - Bonehead"
"986","294","22","Fallback-Bertha Bigfist - Break Tackle"
"987","294","7","Fallback-Bertha Bigfist - Dodge"
"988","294","13","Fallback-Bertha Bigfist - Mighty Blow"
"989","294","63","Fallback-Bertha Bigfist - Thick Skull"
"990","294","64","Fallback-Bertha Bigfist - Throw Team-Mate"
"991","295","44","Rashnack Backstabber - Loner"
"992","295","7","Rashnack Backstabber - Dodge"
"993","295","56","Rashnack Backstabber - Side Step"
"994","295","23","Rashnack Backstabber - Sneaky Git"
"995","295","77","Rashnack Backstabber - Stab"
"996","296","44","Fallback-Rashnack Backstabber - Loner"
"997","296","7","Fallback-Rashnack Backstabber - Dodge"
"998","296","56","Fallback-Rashnack Backstabber - Side Step"
"999","296","23","Fallback-Rashnack Backstabber - Sneaky Git"
"1000","296","77","Fallback-Rashnack Backstabber - Stab"
"1007","299","44","Fallback-Hthark the Unstoppable - Loner"
"1008","299","30","Fallback-Hthark the Unstoppable - Block"
"1009","299","22","Fallback-Hthark the Unstoppable - Break Tackle"
"1010","299","40","Fallback-Hthark the Unstoppable - Juggernaut"
"1011","299","8","Fallback-Hthark the Unstoppable - Sprint"
"1012","299","60","Fallback-Hthark the Unstoppable - Sure Feet"
"1013","299","63","Fallback-Hthark the Unstoppable - Thick Skull"
"1014","300","44","Hthark the Unstoppable - Loner"
"1015","300","30","Hthark the Unstoppable - Block"
"1016","300","22","Hthark the Unstoppable - Break Tackle"
"1017","300","40","Hthark the Unstoppable - Juggernaut"
"1018","300","8","Hthark the Unstoppable - Sprint"
"1019","300","60","Hthark the Unstoppable - Sure Feet"
"1020","300","63","Hthark the Unstoppable - Thick Skull"
"1021","301","44","Crazy Igor - Loner"
"1022","301","26","Crazy Igor - Dauntless"
"1023","301","19","Crazy Igor - Regeneration"
"1024","301","63","Crazy Igor - Thick Skull"
"1025","302","44","Fallback-Crazy Igor - Loner"
"1026","302","26","Fallback-Crazy Igor - Dauntless"
"1027","302","19","Fallback-Crazy Igor - Regeneration"
"1028","302","63","Fallback-Crazy Igor - Thick Skull"
"1029","303","44","Fungus the Loon - Loner"
"1030","303","76","Fungus the Loon - Ball & Chain"
"1031","303","13","Fungus the Loon - Mighty Blow"
"1032","303","46","Fungus the Loon - No Hands"
"1033","303","54","Fungus the Loon - Secret Weapon"
"1034","303","59","Fungus the Loon - Stunty"
"1035","304","44","Fallback-Fungus the Loon - Loner"
"1036","304","76","Fallback-Fungus the Loon - Ball & Chain"
"1037","304","13","Fallback-Fungus the Loon - Mighty Blow"
"1038","304","46","Fallback-Fungus the Loon - No Hands"
"1039","304","54","Fallback-Fungus the Loon - Secret Weapon"
"1040","304","59","Fallback-Fungus the Loon - Stunty"
"1041","305","44","Nobbla Blackwart - Loner"
"1042","305","30","Nobbla Blackwart - Block"
"1043","305","7","Nobbla Blackwart - Dodge"
"1044","305","25","Nobbla Blackwart - Chainsaw"
"1045","305","54","Nobbla Blackwart - Secret Weapon"
"1046","305","59","Nobbla Blackwart - Stunty"
"1047","306","44","Fallback-Nobbla Blackwart - Loner"
"1048","306","30","Fallback-Nobbla Blackwart - Block"
"1049","306","7","Fallback-Nobbla Blackwart - Dodge"
"1050","306","25","Fallback-Nobbla Blackwart - Chainsaw"
"1051","306","54","Fallback-Nobbla Blackwart - Secret Weapon"
"1052","306","59","Fallback-Nobbla Blackwart - Stunty"
"1053","307","44","Humerus Carpal - Loner"
"1054","307","6","Humerus Carpal - Catch"
"1055","307","7","Humerus Carpal - Dodge"
"1056","307","19","Humerus Carpal - Regeneration"
"1057","307","45","Humerus Carpal - Nerves of Steel"
"1058","308","44","Fallback-Humerus Carpal - Loner"
"1059","308","6","Fallback-Humerus Carpal - Catch"
"1060","308","7","Fallback-Humerus Carpal - Dodge"
"1061","308","19","Fallback-Humerus Carpal - Regeneration"
"1062","308","45","Fallback-Humerus Carpal - Nerves of Steel"
"1063","309","44","Boomer Eziasson - Loner"
"1064","309","21","Boomer Eziasson - Accurate"
"1065","309","30","Boomer Eziasson - Block"
"1066","309","80","Boomer Eziasson - Bombardier"
"1067","309","54","Boomer Eziasson - Secret Weapon"
"1068","309","63","Boomer Eziasson - Thick Skull"
"1069","310","44","Fallback-Boomer Eziasson - Loner"
"1070","310","21","Fallback-Boomer Eziasson - Accurate"
"1071","310","30","Fallback-Boomer Eziasson - Block"
"1072","310","80","Fallback-Boomer Eziasson - Bombardier"
"1073","310","54","Fallback-Boomer Eziasson - Secret Weapon"
"1074","310","63","Fallback-Boomer Eziasson - Thick Skull"
"1087","313","44","Flint Churnblade - Loner"
"1088","313","30","Flint Churnblade - Block"
"1089","313","25","Flint Churnblade - Chainsaw"
"1090","313","54","Flint Churnblade - Secret Weapon"
"1091","313","63","Flint Churnblade - Thick Skull"
"1092","314","44","Fallback-Flint Churnblade - Loner"
"1093","314","30","Fallback-Flint Churnblade - Block"
"1094","314","25","Fallback-Flint Churnblade - Chainsaw"
"1095","314","54","Fallback-Flint Churnblade - Secret Weapon"
"1096","314","63","Fallback-Flint Churnblade - Thick Skull"
"1097","315","44","Hack Enslash - Loner"
"1098","315","25","Hack Enslash - Chainsaw"
"1099","315","19","Hack Enslash - Regeneration"
"1100","315","54","Hack Enslash - Secret Weapon"
"1101","315","56","Hack Enslash - Side Step"
"1102","316","44","Fallback-Hack Enslash - Loner"
"1103","316","25","Fallback-Hack Enslash - Chainsaw"
"1104","316","19","Fallback-Hack Enslash - Regeneration"
"1105","316","54","Fallback-Hack Enslash - Secret Weapon"
"1106","316","56","Fallback-Hack Enslash - Side Step"
"1107","317","44","Helmut Wulf - Loner"
"1108","317","25","Helmut Wulf - Chainsaw"
"1110","317","54","Helmut Wulf - Secret Weapon"
"1111","317","17","Helmut Wulf - Stand Firm"
"1112","318","44","Fallback-Helmut Wulf - Loner"
"1113","318","25","Fallback-Helmut Wulf - Chainsaw"
"1114","318","54","Fallback-Helmut Wulf - Secret Weapon"
"1115","318","17","Fallback-Helmut Wulf - Stand Firm"
"1116","319","44","Sinnedbad - Loner"
"1117","319","30","Sinnedbad - Block"
"1118","319","41","Sinnedbad - Jump Up"
"1119","319","9","Sinnedbad - Pass Block"
"1120","319","19","Sinnedbad - Regeneration"
"1121","319","54","Sinnedbad - Secret Weapon"
"1122","319","56","Sinnedbad - Side Step"
"1123","319","77","Sinnedbad - Stab"
"1124","320","44","Fallback-Sinnedbad - Loner"
"1125","320","30","Fallback-Sinnedbad - Block"
"1126","320","41","Fallback-Sinnedbad - Jump Up"
"1127","320","9","Fallback-Sinnedbad - Pass Block"
"1128","320","19","Fallback-Sinnedbad - Regeneration"
"1129","320","54","Fallback-Sinnedbad - Secret Weapon"
"1130","320","56","Fallback-Sinnedbad - Side Step"
"1131","320","77","Fallback-Sinnedbad - Stab"
"4340","86","19","Undead Zombie Regeneration"
"4341","87","7","Undead Ghoul Dodge"
"4342","88","30","Undead Wight Block"
"4343","88","19","Undead Wight Regeneration"
"4344","617","44","Champion Barik Farblast Loner"
"4345","617","39","Champion Barik Farblast Hail Mary Pass"
"4346","617","47","Champion Barik Farblast Pass"
"4347","617","54","Champion Barik Farblast Secret Weapon"
"4348","617","58","Champion Barik Farblast Strong Arm"
"4349","617","61","Champion Barik Farblast Sure Hands"
"4350","617","63","Champion Barik Farblast Thick Skull"
"4351","618","44","Fallback-Champion Barik Farblast Loner"
"4352","618","39","Fallback-Champion Barik Farblast Hail Mary Pass"
"4353","618","47","Fallback-Champion Barik Farblast Pass"
"4354","618","54","Fallback-Champion Barik Farblast Secret Weapon"
"4355","618","58","Fallback-Champion Barik Farblast Strong Arm"
"4356","618","61","Fallback-Champion Barik Farblast Sure Hands"
"4357","618","63","Fallback-Champion Barik Farblast Thick Skull"
"4358","619","44","Bertha Bigfist - Loner"
"4359","619","31","Bertha Bigfist - Bonehead"
"4360","619","22","Bertha Bigfist - Break Tackle"
"4361","619","7","Bertha Bigfist - Dodge"
"4362","619","13","Bertha Bigfist - Mighty Blow"
"4363","619","63","Bertha Bigfist - Thick Skull"
"4364","619","64","Bertha Bigfist - Throw Team-Mate"
"4365","620","44","Fallback-Bertha Bigfist - Loner"
"4366","620","31","Fallback-Bertha Bigfist - Bonehead"
"4367","620","22","Fallback-Bertha Bigfist - Break Tackle"
"4368","620","7","Fallback-Bertha Bigfist - Dodge"
"4369","620","13","Fallback-Bertha Bigfist - Mighty Blow"
"4370","620","63","Fallback-Bertha Bigfist - Thick Skull"
"4371","620","64","Fallback-Bertha Bigfist - Throw Team-Mate"
"4372","621","44","Champion Bomber Dribblesnot Loner"
"4373","621","21","Champion Bomber Dribblesnot Accurate"
"4374","621","80","Champion Bomber Dribblesnot Bombardier"
"4375","621","7","Champion Bomber Dribblesnot Dodge"
"4377","621","54","Champion Bomber Dribblesnot Secret Weapon"
"4378","621","59","Champion Bomber Dribblesnot Stunty"
"4379","622","44","Fallback-Champion Bomber Dribblesnot Loner"
"4380","622","21","Fallback-Champion Bomber Dribblesnot Accurate"
"4381","622","80","Fallback-Champion Bomber Dribblesnot Bombardier"
"4382","622","7","Fallback-Champion Bomber Dribblesnot Dodge"
"4384","622","54","Fallback-Champion Bomber Dribblesnot Secret Weapon"
"4385","622","59","Fallback-Champion Bomber Dribblesnot Stunty"
"4386","623","44","Boomer Eziasson - Loner"
"4387","623","21","Boomer Eziasson - Accurate"
"4388","623","30","Boomer Eziasson - Block"
"4389","623","80","Boomer Eziasson - Bombardier"
"4390","623","54","Boomer Eziasson - Secret Weapon"
"4391","623","63","Boomer Eziasson - Thick Skull"
"4392","624","44","Fallback-Boomer Eziasson - Loner"
"4393","624","21","Fallback-Boomer Eziasson - Accurate"
"4394","624","30","Fallback-Boomer Eziasson - Block"
"4395","624","80","Fallback-Boomer Eziasson - Bombardier"
"4396","624","54","Fallback-Boomer Eziasson - Secret Weapon"
"4397","624","63","Fallback-Boomer Eziasson - Thick Skull"
"4398","625","44","Champion BrickFar'th Loner"
"4399","625","31","Champion BrickFar'th Bone-head"
"4400","625","13","Champion BrickFar'th Mighty Blow"
"4401","625","45","Champion BrickFar'th Nerves of Steel"
"4402","625","58","Champion BrickFar'th Strong Arm"
"4403","625","63","Champion BrickFar'th Thick Skull"
"4404","625","64","Champion BrickFar'th Throw Team-Mate"
"4405","626","44","Fallback-Champion BrickFar'th Loner"
"4406","626","31","Fallback-Champion BrickFar'th Bone-head"
"4407","626","13","Fallback-Champion BrickFar'th Mighty Blow"
"4408","626","45","Fallback-Champion BrickFar'th Nerves of Steel"
"4409","626","58","Fallback-Champion BrickFar'th Strong Arm"
"4410","626","63","Fallback-Champion BrickFar'th Thick Skull"
"4411","626","64","Fallback-Champion BrickFar'th Throw Team-Mate"
"4412","627","44","Champion Count Luthor von Drakenborg Loner"
"4413","627","30","Champion Count Luthor von Drakenborg Block"
"4414","627","56","Champion Count Luthor von Drakenborg Side Step"
"4415","627","78","Champion Count Luthor von Drakenborg Hypnotic Gaze"
"4416","627","19","Champion Count Luthor von Drakenborg Regeneration"
"4417","628","44","Fallback-Champion Count Luthor von Drakenborg Loner"
"4418","628","30","Fallback-Champion Count Luthor von Drakenborg Block"
"4419","628","56","Fallback-Champion Count Luthor von Drakenborg Side Step"
"4420","628","78","Fallback-Champion Count Luthor von Drakenborg Hypnotic Gaze"
"4421","628","19","Fallback-Champion Count Luthor von Drakenborg Regeneration"
"4422","629","44","Crazy Igor - Loner"
"4423","629","26","Crazy Igor - Dauntless"
"4424","629","19","Crazy Igor - Regeneration"
"4425","629","63","Crazy Igor - Thick Skull"
"4426","630","44","Fallback-Crazy Igor - Loner"
"4427","630","26","Fallback-Crazy Igor - Dauntless"
"4428","630","19","Fallback-Crazy Igor - Regeneration"
"4429","630","63","Fallback-Crazy Igor - Thick Skull"
"4430","631","44","Champion Deeproot Loner"
"4431","631","30","Champion Deeproot Block"
"4432","631","13","Champion Deeproot MightyBlow"
"4433","631","17","Champion Deeproot StandFirm"
"4434","631","58","Champion Deeproot StrongArm"
"4435","631","63","Champion Deeproot ThickSkulle"
"4436","631","64","Champion Deeproot ThrowTeamMate"
"4437","632","44","Fallback-Champion Deeproot Loner"
"4438","632","30","Fallback-Champion Deeproot Block"
"4439","632","13","Fallback-Champion Deeproot MightyBlow"
"4440","632","17","Fallback-Champion Deeproot StandFirm"
"4441","632","58","Fallback-Champion Deeproot StrongArm"
"4442","632","63","Fallback-Champion Deeproot ThickSkulle"
"4443","632","64","Fallback-Champion Deeproot ThrowTeamMate"
"4444","633","44","Champion Dolfar Longstride Loner"
"4445","633","28","Champion Dolfar Longstride Diving Catch"
"4446","633","39","Champion Dolfar Longstride Hail Mary Pass"
"4447","633","71","Champion Dolfar Longstride Kick"
"4448","633","72","Champion Dolfar Longstride Kick-off Return"
"4449","633","9","Champion Dolfar Longstride Pass Block"
"4450","634","44","Fallback-Champion Dolfar Longstride Loner"
"4451","634","28","Fallback-Champion Dolfar Longstride Diving Catch"
"4452","634","39","Fallback-Champion Dolfar Longstride Hail Mary Pass"
"4453","634","71","Fallback-Champion Dolfar Longstride Kick"
"4454","634","72","Fallback-Champion Dolfar Longstride Kick-off Return"
"4455","634","9","Fallback-Champion Dolfar Longstride Pass Block"
"4456","635","44","Champion Eldril Loner"
"4457","635","6","Champion Eldril Catch"
"4458","635","7","Champion Eldril Dodge"
"4459","635","78","Champion Eldril Hyptnotic Gaze"
"4460","635","45","Champion Eldril NervesOfSteel"
"4461","635","9","Champion Eldril Pass Block"
"4462","636","44","Fallback-Champion Eldril Loner"
"4463","636","6","Fallback-Champion Eldril Catch"
"4464","636","7","Fallback-Champion Eldril Dodge"
"4465","636","78","Fallback-Champion Eldril Hyptnotic Gaze"
"4466","636","45","Fallback-Champion Eldril NervesOfSteel"
"4467","636","9","Fallback-Champion Eldril Pass Block"
"4468","637","44","Champion Fezglitch Loner"
"4469","637","76","Champion Fezglitch Ball & Chain"
"4470","637","33","Champion Fezglitch Disturbing Presence"
"4471","637","10","Champion Fezglitch Foul Appearance"
"4472","637","46","Champion Fezglitch No Hands"
"4473","637","54","Champion Fezglitch Secret Weapon"
"4474","638","44","Fallback-Champion Fezglitch Loner"
"4475","638","76","Fallback-Champion Fezglitch Ball & Chain"
"4476","638","33","Fallback-Champion Fezglitch Disturbing Presence"
"4477","638","10","Fallback-Champion Fezglitch Foul Appearance"
"4478","638","46","Fallback-Champion Fezglitch No Hands"
"4479","638","54","Fallback-Champion Fezglitch Secret Weapon"
"4480","639","44","Flint Churnblade - Loner"
"4481","639","30","Flint Churnblade - Block"
"4482","639","25","Flint Churnblade - Chainsaw"
"4483","639","54","Flint Churnblade - Secret Weapon"
"4484","639","63","Flint Churnblade - Thick Skull"
"4485","640","44","Fallback-Flint Churnblade - Loner"
"4486","640","30","Fallback-Flint Churnblade - Block"
"4487","640","25","Fallback-Flint Churnblade - Chainsaw"
"4488","640","54","Fallback-Flint Churnblade - Secret Weapon"
"4489","640","63","Fallback-Flint Churnblade - Thick Skull"
"4490","641","44","Fungus the Loon - Loner"
"4491","641","76","Fungus the Loon - Ball & Chain"
"4492","641","13","Fungus the Loon - Mighty Blow"
"4493","641","46","Fungus the Loon - No Hands"
"4494","641","54","Fungus the Loon - Secret Weapon"
"4495","641","59","Fungus the Loon - Stunty"
"4496","642","44","Fallback-Fungus the Loon - Loner"
"4497","642","76","Fallback-Fungus the Loon - Ball & Chain"
"4498","642","13","Fallback-Fungus the Loon - Mighty Blow"
"4499","642","46","Fallback-Fungus the Loon - No Hands"
"4500","642","54","Fallback-Fungus the Loon - Secret Weapon"
"4501","642","59","Fallback-Fungus the Loon - Stunty"
"4502","643","44","Champion Glart Smashrip Jr Loner"
"4503","643","30","Champion Glart Smashrip Jr Block"
"4504","643","75","Champion Glart Smashrip Jr Claw"
"4505","643","40","Champion Glart Smashrip Jr Juggernaut"
"4506","644","44","Fallback-Champion Glart Smashrip Jr Loner"
"4507","644","30","Fallback-Champion Glart Smashrip Jr Block"
"4508","644","75","Fallback-Champion Glart Smashrip Jr Claw"
"4509","644","40","Fallback-Champion Glart Smashrip Jr Juggernaut"
"4510","645","44","Champion Grashnak Loner"
"4511","645","36","Champion Grashnak Frenzy"
"4512","645","15","Champion Grashnak Horns"
"4513","645","13","Champion Grashnak MBlow"
"4514","645","63","Champion Grashnak TSkull"
"4515","646","44","Fallback-Champion Grashnak Loner"
"4516","646","36","Fallback-Champion Grashnak Frenzy"
"4517","646","15","Fallback-Champion Grashnak Horns"
"4518","646","13","Fallback-Champion Grashnak MBlow"
"4519","646","63","Fallback-Champion Grashnak TSkull"
"4520","647","44","Champion Griff Loner"
"4521","647","30","Champion Griff Block"
"4522","647","7","Champion Griff Dodge"
"4523","647","35","Champion Griff Fend"
"4524","647","8","Champion Griff Sprint"
"4525","647","60","Champion Griff SFeet"
"4526","648","44","Fallback-Champion Griff Loner"
"4527","648","30","Fallback-Champion Griff Block"
"4528","648","7","Fallback-Champion Griff Dodge"
"4529","648","35","Fallback-Champion Griff Fend"
"4530","648","8","Fallback-Champion Griff Sprint"
"4531","648","60","Fallback-Champion Griff SFeet"
"4532","649","44","Champion Grim Loner"
"4533","649","36","Champion Grim Frenzy"
"4534","649","30","Champion Grim Block"
"4535","649","70","Champion Grim MultipleBlock"
"4536","649","63","Champion Grim TSkull"
