"ID","DataConstant","IdRaces","IdPlayerNameTypes","LocaName","LocaDesc","CharacsMovementAllowance","CharacsStrength","CharacsAgility","CharacsArmourValue","Price","MaxQuantity","IsLocked","IdFallbackFor"
"265","Extra_BobCabal","27","","EXTRA_BOBCABAL","","5","6","3","10","10000","1","0","0"
"266","Extra_Public","27","","EXTRA_PUBLIC","","5","6","3","10","10000","1","0","0"
"267","Extra_GoblinCabal","27","","EXTRA_GOBLINCABAL","","5","6","3","10","10000","1","0","0"
"275","StarPlayer_Hemlock","26","","PLAYER_NAMES_CHAMPION_HEMLOCK","","8","2","3","7","170000","1","1","0"
"276","StarPlayer_Hemlock_Fallback","26","","PLAYER_NAMES_CHAMPION_HEMLOCK_FALLBACK","","8","2","3","7","170000","1","0","275"
"277","StarPlayer_WilhelmChaney","26","","PLAYER_NAMES_CHAMPION_WILHELM","","8","4","3","8","240000","1","1","0"
"278","StarPlayer_WilhelmChaney_Fallback","26","","PLAYER_NAMES_CHAMPION_WILHELM_FALLBACK","","8","4","3","8","240000","1","0","277"
"279","StarPlayer_WillowRosebark","26","","PLAYER_NAMES_CHAMPION_WILLOW","","5","4","3","8","150000","1","1","0"
"280","StarPlayer_WillowRosebark_Fallback","26","","PLAYER_NAMES_CHAMPION_WILLOW_FALLBACK","","5","4","3","8","150000","1","0","279"
"281","StarPlayer_Lottabottol","26","","PLAYER_NAMES_CHAMPION_LOTTABOTTOL","","8","3","3","8","220000","1","1","0"
"282","StarPlayer_Lottabottol_Fallback","26","","PLAYER_NAMES_CHAMPION_LOTTABOTTOL_FALLBACK","","8","3","3","8","220000","1","0","281"
"283","StarPlayer_QuetzalLeap","26","","PLAYER_NAMES_CHAMPION_QUETZAL","","8","2","4","7","250000","1","1","0"
"284","StarPlayer_QuetzalLeap_Fallback","26","","PLAYER_NAMES_CHAMPION_QUETZAL_FALLBACK","","8","2","4","7","250000","1","0","283"
"289","Extra_Cheerleaders_Human","27","","EXTRA_CHEERLEADER","","5","6","3","10","430000","1","0","0"
"290","Extra_CheerleaderHuman","27","","BB_CHEERLEADER_HUMAN","","5","6","3","10","430000","1","0","0"
"291","Extra_CheerleaderDwarf","27","","BB_CHEERLEADER_DWARF","","5","6","3","10","430000","1","0","0"
"293","StarPlayer_BerthaBigfist","26","","PLAYER_NAMES_CHAMPION_BERTHA","","6","5","2","9","290000","1","1","0"
"294","StarPlayer_BerthaBigfist_Fallback","26","","PLAYER_NAMES_CHAMPION_BERTHA_FALLBACK","","6","5","2","9","290000","1","0","293"
"295","StarPlayer_RashnakBackstabber","26","","PLAYER_NAMES_CHAMPION_RASHNAK","","7","3","3","7","200000","1","1","0"
"296","StarPlayer_RashnakBackstabber_Fallback","26","","PLAYER_NAMES_CHAMPION_RASHNAK_FALLBACK","","7","3","3","7","200000","1","0","295"
"299","StarPlayer_HtharkTheUnstoppable_Fallback","26","","PLAYER_NAMES_CHAMPION_HTHARK_FALLBACK","","6","5","2","9","330000","1","0","300"
"300","StarPlayer_HtharkTheUnstoppable","26","","PLAYER_NAMES_CHAMPION_HTHARK","","6","5","2","9","330000","1","1","0"
"301","StarPlayer_CrazyIgor","26","","PLAYER_NAMES_CHAMPION_IGOR","","6","3","3","8","120000","1","1","0"
"302","StarPlayer_CrazyIgor_Fallback","26","","PLAYER_NAMES_CHAMPION_IGOR_FALLBACK","","6","3","3","8","120000","1","0","301"
"303","StarPlayer_FungusTheLoon","26","","PLAYER_NAMES_CHAMPION_FUNGUS","","4","7","3","7","80000","1","1","0"
"304","StarPlayer_FungusTheLoon_Fallback","26","","PLAYER_NAMES_CHAMPION_FUNGUS_FALLBACK","","4","7","3","7","80000","1","0","303"
"305","StarPlayer_NobblaBlackwart","26","","PLAYER_NAMES_CHAMPION_NOBBLA","","6","2","3","7","130000","1","1","0"
"306","StarPlayer_NobblaBlackwart_Fallback","26","","PLAYER_NAMES_CHAMPION_NOBBLA_FALLBACK","","6","2","3","7","130000","1","0","305"
"307","StarPlayer_HumerusCarpal","26","","PLAYER_NAMES_CHAMPION_HUMERUS","","7","2","3","7","130000","1","1","0"
"308","StarPlayer_HumerusCarpal_Fallback","26","","PLAYER_NAMES_CHAMPION_HUMERUS_FALLBACK","","7","2","3","7","130000","1","0","307"
"309","StarPlayer_BoomerEziasson","26","","PLAYER_NAMES_CHAMPION_BOOMER","","4","3","2","9","60000","1","1","0"
"310","StarPlayer_BoomerEziasson_Fallback","26","","PLAYER_NAMES_CHAMPION_BOOMER_FALLBACK","","4","3","2","9","60000","1","0","309"
"313","StarPlayer_FlintChurnblade","26","","PLAYER_NAMES_CHAMPION_FLINT","","5","3","2","8","130000","1","1","0"
"314","StarPlayer_FlintChurnblade_Fallback","26","","PLAYER_NAMES_CHAMPION_FLINT_FALLBACK","","5","3","2","8","130000","1","0","313"
"315","StarPlayer_HackEnslash","26","","PLAYER_NAMES_CHAMPION_HACK","","6","3","2","7","120000","1","1","0"
"316","StarPlayer_HackEnslash_Fallback","26","","PLAYER_NAMES_CHAMPION_HACK_FALLBACK","","6","3","2","7","120000","1","0","315"
"317","StarPlayer_HelmutWulf","26","","PLAYER_NAMES_CHAMPION_HELMUT","","6","3","3","8","110000","1","1","0"
"318","StarPlayer_HelmutWulf_Fallback","26","","PLAYER_NAMES_CHAMPION_HELMUT_FALLBACK","","6","3","3","8","110000","1","0","317"
"319","StarPlayer_Sinnedbad","26","","PLAYER_NAMES_CHAMPION_SINNEDBAD","","6","3","2","7","80000","1","1","0"
"320","StarPlayer_Sinnedbad_Fallback","26","","PLAYER_NAMES_CHAMPION_SINNEDBAD_FALLBACK","","6","3","2","7","80000","1","0","319"
"323","MercenaryAristo_HighElf_Lineman","32","30","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","4","8","70000","16","0","0"
"324","MercenaryAristo_HighElf_Blitzer","32","30","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","7","3","4","8","100000","2","0","0"
"325","MercenaryAristo_HighElf_Thrower","32","30","PLAYERTYPE_LANCEUR","PLAYERTYPE_LANCEUR_DESC","6","3","4","8","90000","2","0","0"
"326","MercenaryAristo_HighElf_Catcher","32","30","PLAYERTYPE_RECEVEUR","PLAYERTYPE_RECEVEUR_DESC","8","3","4","7","90000","4","0","0"
"327","MercenaryAristo_Vampire_Thrall","32","48","PLAYERTYPE_THRALL","PLAYERTYPE_TROISQUART_DESC","6","3","3","7","40000","16","0","0"
"328","MercenaryAristo_Vampire_Vampire","32","49","PLAYERTYPE_VAMPIRE","PLAYERTYPE_VAMPIRE_DESC","6","4","4","8","110000","6","0","0"
"329","MercenaryAristo_ChaosDwarf_Hobgoblin","32","61","PLAYERTYPE_HOBGOBLIN","PLAYERTYPE_TROISQUART_DESC","6","3","3","7","40000","16","0","0"
"330","MercenaryAristo_ChaosDwarf_Blocker","32","60","PLAYERTYPE_CHAOSDWARFBLOCKER","PLAYERTYPE_BLOCKER_DESC","4","3","2","9","70000","6","0","0"
"331","MercenaryAristo_ChaosDwarf_BullCentaur","32","62","PLAYERTYPE_BULLCENTAUR","PLAYERTYPE_BLITZER_DESC","6","4","2","9","130000","2","0","0"
"332","MercenaryAristo_ChaosDwarf_Minotaur","32","63","PLAYERTYPE_MINOTAUR","PLAYERTYPE_BIGGUY_DESC","5","5","2","8","150000","1","0","0"
"333","MercenaryAristo_Bretonnia_Lineman","32","65","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","2","7","40000","16","0","0"
"334","MercenaryAristo_Bretonnia_Blocker","32","64","PLAYERTYPE_BLOCKER","PLAYERTYPE_BLOCKER_DESC","6","3","3","8","70000","4","0","0"
"335","MercenaryAristo_Bretonnia_Blitzer","32","64","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","7","3","3","8","110000","4","0","0"
"336","MercenaryChaos_Chaos_Beastman","33","5","PLAYERTYPE_BEASTMAN","PLAYERTYPE_TROISQUART_DESC","6","3","3","8","60000","16","0","0"
"337","MercenaryChaos_Chaos_Warrior","33","6","PLAYERTYPE_CHAOSWARRIOR","PLAYERTYPE_BLOCKER_DESC","5","4","3","9","100000","4","0","0"
"338","MercenaryChaos_Chaos_Minotaur","33","7","PLAYERTYPE_MINOTAUR","PLAYERTYPE_BIGGUY_DESC","5","5","2","8","150000","1","0","0"
"339","MercenaryChaos_Skaven_Lineman","33","19","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","7","3","3","7","50000","16","0","0"
"340","MercenaryChaos_Skaven_Thrower","33","19","PLAYERTYPE_LANCEUR","PLAYERTYPE_LANCEUR_DESC","7","3","3","7","70000","2","0","0"
"341","MercenaryChaos_Skaven_GutterRunner","33","19","PLAYERTYPE_GUTTERRUNNER","PLAYERTYPE_COUREUR_DESC","9","2","4","7","80000","4","0","0"
"342","MercenaryChaos_Skaven_Blitzer","33","19","PLAYERTYPE_BLITZER_VERMIN","PLAYERTYPE_BLITZER_DESC","7","3","3","8","90000","2","0","0"
"343","MercenaryChaos_Skaven_RatOgre","33","20","PLAYERTYPE_RATOGRE","PLAYERTYPE_BIGGUY_DESC","6","5","2","8","150000","1","0","0"
"344","MercenaryChaos_DarkElf_Blitzer","33","21","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","7","3","4","8","100000","4","0","0"
"345","MercenaryChaos_DarkElf_Lineman","33","21","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","4","8","70000","16","0","0"
"346","MercenaryChaos_DarkElf_Assassin","33","22","PLAYERTYPE_ASSASSIN","PLAYERTYPE_ASSASSIN_DESC","6","3","4","7","90000","2","0","0"
"347","MercenaryChaos_DarkElf_Runner","33","21","PLAYERTYPE_COUREUR","PLAYERTYPE_COUREUR_DESC","7","3","4","7","80000","2","0","0"
"348","MercenaryChaos_DarkElf_WitchElf","33","23","PLAYERTYPE_WITCH_ELF","PLAYERTYPE_WITCH_ELF_DESC","7","3","4","7","110000","2","0","0"
"355","MercenaryChaosGods_Chaos_Beastman","34","5","PLAYERTYPE_BEASTMAN","PLAYERTYPE_TROISQUART_DESC","6","3","3","8","60000","16","0","0"
"356","MercenaryChaosGods_Chaos_Warrior","34","6","PLAYERTYPE_CHAOSWARRIOR","PLAYERTYPE_BLOCKER_DESC","5","4","3","9","100000","4","0","0"
"357","MercenaryChaosGods_Chaos_Minotaur","34","7","PLAYERTYPE_MINOTAUR","PLAYERTYPE_BIGGUY_DESC","5","5","2","8","150000","1","0","0"
"358","MercenaryChaosGods_Nurgle_Rotter","34","42","PLAYERTYPE_ROTTER","PLAYERTYPE_TROISQUART_DESC","5","3","3","8","40000","16","0","0"
"359","MercenaryChaosGods_Nurgle_Pestigor","34","43","PLAYERTYPE_PESTIGOR","PLAYERTYPE_COUREUR_DESC","6","3","3","8","80000","4","0","0"
"360","MercenaryChaosGods_Nurgle_NurgleWarrior","34","44","PLAYERTYPE_NURGLEWARRIOR","PLAYERTYPE_BLOCKER_DESC","4","4","2","9","110000","4","0","0"
"361","MercenaryChaosGods_Nurgle_BeastOfNurgle","34","45","PLAYERTYPE_BEASTOFNURGLE","PLAYERTYPE_BIGGUY_DESC","4","5","1","9","140000","1","0","0"
"362","MercenaryEasterners_ChaosDwarf_Hobgoblin","35","61","PLAYERTYPE_HOBGOBLIN","PLAYERTYPE_TROISQUART_DESC","6","3","3","7","40000","16","0","0"
"363","MercenaryEasterners_ChaosDwarf_Blocker","35","60","PLAYERTYPE_CHAOSDWARFBLOCKER","PLAYERTYPE_BLOCKER_DESC","4","3","2","9","70000","6","0","0"
"364","MercenaryEasterners_ChaosDwarf_BullCentaur","35","62","PLAYERTYPE_BULLCENTAUR","PLAYERTYPE_BLITZER_DESC","6","4","2","9","130000","2","0","0"
"365","MercenaryEasterners_ChaosDwarf_Minotaur","35","63","PLAYERTYPE_MINOTAUR","PLAYERTYPE_BIGGUY_DESC","5","5","2","8","150000","1","0","0"
"366","MercenaryEasterners_Orc_Lineman","35","15","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","5","3","3","9","50000","16","0","0"
"367","MercenaryEasterners_Orc_Blitzer","35","15","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","6","3","3","9","80000","4","0","0"
"368","MercenaryEasterners_Orc_Thrower","35","15","PLAYERTYPE_LANCEUR","PLAYERTYPE_LANCEUR_DESC","5","3","3","8","70000","2","0","0"
"369","MercenaryEasterners_Orc_Goblin","35","17","PLAYERTYPE_GOBELIN","PLAYERTYPE_STUNTY_DESC","6","2","3","7","40000","4","0","0"
"370","MercenaryEasterners_Orc_BlackOrcBlocker","35","16","PLAYERTYPE_BLACKORC","PLAYERTYPE_BLOCKER_DESC","4","4","2","9","80000","4","0","0"
"371","MercenaryEasterners_Orc_Troll","35","18","PLAYERTYPE_TROLL","PLAYERTYPE_BIGGUY_DESC","4","5","1","9","110000","1","0","0"
"372","MercenaryEasterners_Goblin_Goblin","35","17","PLAYERTYPE_GOBELIN","PLAYERTYPE_STUNTY_DESC","6","2","3","7","40000","16","0","0"
"373","MercenaryEasterners_Goblin_Looney","35","17","PLAYERTYPE_LOONEY","PLAYERTYPE_LOONEY_DESC","6","2","3","7","40000","1","0","0"
"374","MercenaryEasterners_Goblin_Pogoer","35","17","PLAYERTYPE_POGOER","PLAYERTYPE_POGOER_DESC","7","2","3","7","70000","1","0","0"
"375","MercenaryEasterners_Goblin_Bombardier","35","17","PLAYERTYPE_BOMBARDIER","PLAYERTYPE_BOMBARDIER_DESC","6","2","3","7","40000","1","0","0"
"376","MercenaryEasterners_Goblin_Fanatic","35","17","PLAYERTYPE_FANATIC","PLAYERTYPE_FANATIC_DESC","3","7","3","7","70000","1","0","0"
"377","MercenaryEasterners_Goblin_Troll","35","18","PLAYERTYPE_TROLL","PLAYERTYPE_BIGGUY_DESC","4","5","1","9","110000","2","0","0"
"378","MercenaryEasterners_Skaven_Lineman","35","19","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","7","3","3","7","50000","16","0","0"
"379","MercenaryEasterners_Skaven_Blitzer","35","19","PLAYERTYPE_BLITZER_VERMIN","PLAYERTYPE_BLITZER_DESC","7","3","3","8","90000","2","0","0"
"380","MercenaryEasterners_Skaven_Thrower","35","19","PLAYERTYPE_LANCEUR","PLAYERTYPE_LANCEUR_DESC","7","3","3","7","70000","2","0","0"
"381","MercenaryEasterners_Skaven_GutterRunner","35","19","PLAYERTYPE_GUTTERRUNNER","PLAYERTYPE_COUREUR_DESC","9","2","4","7","80000","4","0","0"
"382","MercenaryEasterners_Skaven_RatOgre","35","20","PLAYERTYPE_RATOGRE","PLAYERTYPE_BIGGUY_DESC","6","5","2","8","150000","1","0","0"
"387","MercenaryElf_HighElf_Lineman","36","30","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","4","8","70000","16","0","0"
"388","MercenaryElf_HighElf_Blitzer","36","30","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","7","3","4","8","100000","2","0","0"
"389","MercenaryElf_HighElf_Catcher","36","30","PLAYERTYPE_RECEVEUR","PLAYERTYPE_RECEVEUR_DESC","8","3","4","7","90000","4","0","0"
"390","MercenaryElf_HighElf_Thrower","36","30","PLAYERTYPE_LANCEUR","PLAYERTYPE_LANCEUR_DESC","6","3","4","8","90000","2","0","0"
"391","MercenaryElf_DarkElf_Lineman","36","21","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","4","8","70000","16","0","0"
"392","MercenaryElf_DarkElf_Runner","36","21","PLAYERTYPE_COUREUR","PLAYERTYPE_COUREUR_DESC","7","3","4","7","80000","2","0","0"
"393","MercenaryElf_DarkElf_Blitzer","36","21","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","7","3","4","8","100000","4","0","0"
"394","MercenaryElf_DarkElf_Assassin","36","22","PLAYERTYPE_ASSASSIN","PLAYERTYPE_ASSASSIN_DESC","6","3","4","7","90000","2","0","0"
"395","MercenaryElf_DarkElf_WitchElf","36","23","PLAYERTYPE_WITCH_ELF","PLAYERTYPE_WITCH_ELF_DESC","7","3","4","7","110000","2","0","0"
"396","MercenaryElf_WoodElf_Lineman","36","8","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","7","3","4","7","70000","16","0","0"
"397","MercenaryElf_WoodElf_Catcher","36","8","PLAYERTYPE_RECEVEUR","PLAYERTYPE_RECEVEUR_DESC","8","2","4","7","90000","4","0","0"
"398","MercenaryElf_WoodElf_Thrower","36","8","PLAYERTYPE_LANCEUR","PLAYERTYPE_LANCEUR_DESC","7","3","4","7","90000","2","0","0"
"399","MercenaryElf_WoodElf_Wardancer","36","9","PLAYERTYPE_WARDANCER","PLAYERTYPE_WARDANCER_DESC","8","3","4","7","120000","2","0","0"
"400","MercenaryElf_WoodElf_Treeman","36","10","PLAYERTYPE_TREEMAN","PLAYERTYPE_BIGGUY_DESC","2","6","1","10","120000","1","0","0"
"401","MercenaryExplorers_Kislev_Lineman","37","66","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","3","8","60000","16","0","0"
"402","MercenaryExplorers_Kislev_Blitzer","37","66","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","7","3","3","8","110000","4","0","0"
"403","MercenaryExplorers_Kislev_Catcher","37","66","PLAYERTYPE_RECEVEUR","PLAYERTYPE_RECEVEUR_DESC","7","2","4","7","80000","4","0","0"
"404","MercenaryExplorers_Kislev_TameBear","37","67","PLAYERTYPE_TAMEBEAR","PLAYERTYPE_BIGGUY_DESC","6","5","1","9","140000","1","0","0"
"405","MercenaryExplorers_Norse_Lineman","37","38","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","3","7","50000","16","0","0"
"406","MercenaryExplorers_Norse_Thrower","37","38","PLAYERTYPE_LANCEUR","PLAYERTYPE_LANCEUR_DESC","6","3","3","7","70000","2","0","0"
"407","MercenaryExplorers_Norse_Runner","37","38","PLAYERTYPE_COUREUR","PLAYERTYPE_COUREUR_DESC","7","3","3","7","90000","2","0","0"
"408","MercenaryExplorers_Norse_Berserker","37","39","PLAYERTYPE_BERSERKER","PLAYERTYPE_BLITZER_DESC","6","3","3","7","90000","2","0","0"
"409","MercenaryExplorers_Norse_Ulfwerener","37","40","PLAYERTYPE_ULFWERENER","PLAYERTYPE_BLOCKER_DESC","6","4","2","8","110000","2","0","0"
"410","MercenaryExplorers_Norse_Yhetee","37","41","PLAYERTYPE_YHETEE","PLAYERTYPE_BIGGUY_DESC","5","5","1","8","140000","1","0","0"
"411","MercenaryExplorers_Amazon_Linewoman","37","28","PLAYERTYPE_LINEWOMAN","PLAYERTYPE_LINEWOMAN_DESC","6","3","3","7","50000","16","0","0"
"412","MercenaryExplorers_Amazon_Thrower","37","28","PLAYERTYPE_LANCEUSE","PLAYERTYPE_LANCEUSE_DESC","6","3","3","7","70000","2","0","0"
"413","MercenaryExplorers_Amazon_Catcher","37","28","PLAYERTYPE_RECEVEUSE","PLAYERTYPE_RECEVEUSE_DESC","6","3","3","7","70000","2","0","0"
"414","MercenaryExplorers_Amazon_Blitzer","37","28","PLAYERTYPE_BLITZEUSE","PLAYERTYPE_BLITZEUSE_DESC","6","3","3","7","90000","4","0","0"
"415","MercenaryExplorers_Lizardman_Skink","37","11","PLAYERTYPE_SKINK","PLAYERTYPE_STUNTY_DESC","8","2","3","7","60000","16","0","0"
"416","MercenaryExplorers_Lizardman_Saurus","37","11","PLAYERTYPE_SAURUS","PLAYERTYPE_BLOCKER_DESC","6","4","1","9","80000","6","0","0"
"417","MercenaryExplorers_Lizardman_Kroxigor","37","12","PLAYERTYPE_KROXIGOR","PLAYERTYPE_BIGGUY_DESC","6","5","1","9","140000","1","0","0"
"418","MercenaryGoodGuys_Bretonnia_Blocker","38","64","PLAYERTYPE_BLOCKER","PLAYERTYPE_BLOCKER_DESC","6","3","3","8","70000","4","0","0"
"419","MercenaryGoodGuys_Bretonnia_Blitzer","38","64","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","7","3","3","8","110000","4","0","0"
"420","MercenaryGoodGuys_Bretonnia_Lineman","38","65","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","2","7","40000","16","0","0"
"421","MercenaryGoodGuys_Human_Blitzer","38","1","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","7","3","3","8","90000","4","0","0"
"422","MercenaryGoodGuys_Human_Lineman","38","1","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","3","8","50000","16","0","0"
"423","MercenaryGoodGuys_Human_Catcher","38","3","PLAYERTYPE_RECEVEUR","PLAYERTYPE_RECEVEUR_DESC","8","2","3","8","70000","4","0","0"
"424","MercenaryGoodGuys_Human_Thrower","38","3","PLAYERTYPE_LANCEUR","PLAYERTYPE_LANCEUR_DESC","6","3","3","8","70000","2","0","0"
"425","MercenaryGoodGuys_Human_Ogre","38","4","PLAYERTYPE_OGRE","PLAYERTYPE_BIGGUY_DESC","5","5","2","9","130000","1","0","0"
"426","MercenaryGoodGuys_Dwarf_Blocker","38","13","PLAYERTYPE_BLOCKER_LONGBEARD","PLAYERTYPE_BLOCKER_DESC","4","3","2","9","70000","16","0","0"
"427","MercenaryGoodGuys_Dwarf_Blitzer","38","13","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","5","3","3","9","80000","2","0","0"
"428","MercenaryGoodGuys_Dwarf_TrollSlayer","38","14","PLAYERTYPE_TROLLSLAYER","PLAYERTYPE_TROLLSLAYER_DESC","5","3","2","8","90000","2","0","0"
"429","MercenaryGoodGuys_Dwarf_Runner","38","13","PLAYERTYPE_COUREUR","PLAYERTYPE_COUREUR_DESC","6","3","3","8","80000","2","0","0"
"430","MercenaryGoodGuys_Dwarf_DeathRoller","38","13","PLAYERTYPE_DEATH_ROLLER","PLAYERTYPE_SECRETWEAPON_DESC","4","7","1","10","160000","1","0","0"
"431","MercenaryGoodGuys_Halfling_Halfling","38","50","PLAYERTYPE_HALFLING","PLAYERTYPE_STUNTY_DESC","5","2","3","6","30000","16","0","0"
"432","MercenaryGoodGuys_Halfling_Treeman","38","51","PLAYERTYPE_TREEMAN","PLAYERTYPE_BIGGUY_DESC","2","6","1","10","120000","2","0","0"
"433","MercenaryGoodGuys_WoodElf_Lineman","38","8","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","7","3","4","7","70000","16","0","0"
"434","MercenaryGoodGuys_WoodElf_Catcher","38","8","PLAYERTYPE_RECEVEUR","PLAYERTYPE_RECEVEUR_DESC","8","2","4","7","90000","4","0","0"
"435","MercenaryGoodGuys_WoodElf_Thrower","38","8","PLAYERTYPE_LANCEUR","PLAYERTYPE_LANCEUR_DESC","7","3","4","7","90000","2","0","0"
"436","MercenaryGoodGuys_WoodElf_Wardancer","38","9","PLAYERTYPE_WARDANCER","PLAYERTYPE_WARDANCER_DESC","8","3","4","7","120000","2","0","0"
"437","MercenaryGoodGuys_WoodElf_Treeman","38","10","PLAYERTYPE_TREEMAN","PLAYERTYPE_BIGGUY_DESC","2","6","1","10","120000","1","0","0"
"438","MercenaryHuman_Human_Lineman","39","1","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","3","8","50000","16","0","0"
"439","MercenaryHuman_Human_Blitzer","39","1","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","7","3","3","8","90000","4","0","0"
"440","MercenaryHuman_Human_Catcher","39","3","PLAYERTYPE_RECEVEUR","PLAYERTYPE_RECEVEUR_DESC","8","2","3","8","70000","4","0","0"
"441","MercenaryHuman_Human_Thrower","39","3","PLAYERTYPE_LANCEUR","PLAYERTYPE_LANCEUR_DESC","6","3","3","8","70000","2","0","0"
"442","MercenaryHuman_Human_Ogre","39","4","PLAYERTYPE_OGRE","PLAYERTYPE_BIGGUY_DESC","5","5","2","9","130000","1","0","0"
"443","MercenaryHuman_Bretonnia_Lineman","39","65","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","2","7","40000","16","0","0"
"444","MercenaryHuman_Bretonnia_Blocker","39","64","PLAYERTYPE_BLOCKER","PLAYERTYPE_BLOCKER_DESC","6","3","3","8","70000","4","0","0"
"445","MercenaryHuman_Bretonnia_Blitzer","39","64","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","7","3","3","8","110000","4","0","0"
"446","MercenaryHuman_Kislev_Lineman","39","66","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","3","8","60000","16","0","0"
"447","MercenaryHuman_Kislev_Blitzer","39","66","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","7","3","3","8","110000","4","0","0"
"448","MercenaryHuman_Kislev_Catcher","39","66","PLAYERTYPE_RECEVEUR","PLAYERTYPE_RECEVEUR_DESC","7","2","4","7","80000","4","0","0"
"449","MercenaryHuman_Kislev_TameBear","39","67","PLAYERTYPE_TAMEBEAR","PLAYERTYPE_BIGGUY_DESC","6","5","1","9","140000","1","0","0"
"450","MercenaryHuman_Norse_Lineman","39","38","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","3","7","50000","16","0","0"
"451","MercenaryHuman_Norse_Runner","39","38","PLAYERTYPE_COUREUR","PLAYERTYPE_COUREUR_DESC","7","3","3","7","90000","2","0","0"
"452","MercenaryHuman_Norse_Thrower","39","38","PLAYERTYPE_LANCEUR","PLAYERTYPE_LANCEUR_DESC","6","3","3","7","70000","2","0","0"
"453","MercenaryHuman_Norse_Berserker","39","39","PLAYERTYPE_BERSERKER","PLAYERTYPE_BLITZER_DESC","6","3","3","7","90000","2","0","0"
"454","MercenaryHuman_Norse_Ulfwerener","39","40","PLAYERTYPE_ULFWERENER","PLAYERTYPE_BLOCKER_DESC","6","4","2","8","110000","2","0","0"
"455","MercenaryHuman_Norse_Yhetee","39","41","PLAYERTYPE_YHETEE","PLAYERTYPE_BIGGUY_DESC","5","5","1","8","140000","1","0","0"
"456","MercenaryHuman_Amazon_Linewoman","39","28","PLAYERTYPE_LINEWOMAN","PLAYERTYPE_LINEWOMAN_DESC","6","3","3","7","50000","16","0","0"
"457","MercenaryHuman_Amazon_Thrower","39","28","PLAYERTYPE_LANCEUSE","PLAYERTYPE_LANCEUSE_DESC","6","3","3","7","70000","2","0","0"
"458","MercenaryHuman_Amazon_Catcher","39","28","PLAYERTYPE_RECEVEUSE","PLAYERTYPE_RECEVEUSE_DESC","6","3","3","7","70000","2","0","0"
"459","MercenaryHuman_Amazon_Blitzer","39","28","PLAYERTYPE_BLITZEUSE","PLAYERTYPE_BLITZEUSE_DESC","6","3","3","7","90000","4","0","0"
"460","MercenarySavage_Orc_Lineman","40","15","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","5","3","3","9","50000","16","0","0"
"461","MercenarySavage_Orc_Blitzer","40","15","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","6","3","3","9","80000","4","0","0"
"462","MercenarySavage_Orc_Thrower","40","15","PLAYERTYPE_LANCEUR","PLAYERTYPE_LANCEUR_DESC","5","3","3","8","70000","2","0","0"
"463","MercenarySavage_Orc_Goblin","40","17","PLAYERTYPE_GOBELIN","PLAYERTYPE_STUNTY_DESC","6","2","3","7","40000","4","0","0"
"464","MercenarySavage_Orc_BlackOrcBlocker","40","16","PLAYERTYPE_BLACKORC","PLAYERTYPE_BLOCKER_DESC","4","4","2","9","80000","4","0","0"
